domain,date_collected,domain_length,shannon_entropy,digit_ratio,hyphen_count,vowel_consonant_ratio,ngram_score,tld_risk_category,typosquatting_similarity,longest_consonant_run,unique_char_ratio,resolves_flag,rcode,num_a_records,min_ttl,mx_count,num_ns,has_spf,cname_present,num_aaaa_records,asn,geo_country,ptr_present,registrar,domain_age_days,registration_duration_days,privacy_protection_flag,abuseipdb_score,spamhaus_zen_listed,spamhaus_dbl_listed,mx_spamhaus_zen_listed,label,label_reason
militaryheritageworkshop.com,2026-07-16,28,3.772055208874201,0.0,0,0.6,-6.697771111111111,low,0.4865,4,0.625,True,NOERROR,4,14400,0,4,True,False,0,53831,US,False,Squarespace Domains LLC,4,365,True,16,False,False,,benign,no_adverse_signal
samuiexpo.com,2026-07-16,13,3.169925001442312,0.0,0,1.25,-7.7659,low,0.5263,2,1.0,False,NOERROR,0,,3,2,True,False,0,,,,"Amazon Registrar, Inc.",4,365,True,,,False,False,benign,no_adverse_signal
xx88-ceo.eu.cc,2026-07-16,14,1.0,0.14285714285714285,1,2.0,,low,,0,1.0,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,Gname.com Pte. Ltd.,10505,12217,True,0,False,True,,malicious,spamhaus_dbl
zalmorix.com,2026-07-16,12,3.0,0.0,0,0.6,-7.129738461538461,low,0.5333,2,1.0,True,NOERROR,2,300,0,2,False,False,0,16509,US,True,"Spaceship, Inc.",4,731,False,0,False,False,,benign,no_adverse_signal
kalosu.com,2026-07-16,10,2.584962500721156,0.0,0,1.0,-6.912333333333333,low,0.5714,1,1.0,True,NOERROR,1,3600,0,2,False,False,0,13335,CA,True,"GoDaddy.com, LLC",3,365,True,0,False,False,,benign,no_adverse_signal
clearline.fi,2026-07-16,12,2.725480556997868,0.0,0,0.8,-6.114073333333334,low,0.625,2,0.7777777777777778,True,NOERROR,1,50,0,2,False,False,0,47583,CY,False,Realtime Register B.V.,5,365,False,30,False,False,,benign,no_adverse_signal
britishultrafest.com,2026-07-16,20,3.327819531114783,0.0,0,0.45454545454545453,-6.72798275862069,low,0.4848,3,0.6875,True,NOERROR,1,14400,0,3,False,False,1,14061,US,True,"NicNames, Inc",4,365,True,0,False,False,,benign,no_adverse_signal
carrycobags.com,2026-07-16,15,2.9139770731827523,0.0,0,0.375,-7.37918947368421,low,0.4706,4,0.7272727272727273,True,NOERROR,1,3600,0,2,False,False,0,13335,CA,True,"GoDaddy.com, LLC",4,365,True,0,False,False,,benign,no_adverse_signal
comprooroeargentoconcadoro60.com,2026-07-16,32,3.280394654123194,0.0625,0,0.8571428571428571,-7.0615,low,0.439,3,0.4642857142857143,True,NOERROR,4,14400,1,4,True,False,0,53831,US,False,Squarespace Domains II LLC,4,365,True,16,False,False,False,benign,no_adverse_signal
lumieretica.com,2026-07-16,15,3.095795255000934,0.0,0,1.2,-6.524757894736842,low,0.5263,1,0.8181818181818182,True,NOERROR,2,120,0,4,False,False,0,16509,DE,True,"Name.com, Inc.",4,365,True,15,False,False,,benign,no_adverse_signal
