domain,date_collected,domain_length,shannon_entropy,digit_ratio,hyphen_count,vowel_consonant_ratio,ngram_score,tld_risk_category,typosquatting_similarity,longest_consonant_run,unique_char_ratio,resolves_flag,rcode,num_a_records,min_ttl,mx_count,num_ns,has_spf,cname_present,num_aaaa_records,asn,geo_country,ptr_present,registrar,domain_age_days,registration_duration_days,privacy_protection_flag,abuseipdb_score,spamhaus_zen_listed,spamhaus_dbl_listed,mx_spamhaus_zen_listed,label,label_reason
692757.cyou,2026-07-24,11,2.251629167387823,0.5454545454545454,0,0.0,-11.267488888888888,low,0.3636,0,0.8333333333333334,False,NOERROR,0,,0,2,False,False,0,,,,Gname.com Pte. Ltd.,2,365,True,,,False,,benign,no_adverse_signal
zgtiyucaipiaojingcaizuqiuguanwang.asia,2026-07-24,38,3.4724455441788407,0.0,0,0.9411764705882353,-8.28852380952381,low,0.3265,3,0.42424242424242425,True,NOERROR,1,300,0,2,False,False,0,132839,HK,False,Eranet International Limited,2,365,True,0,False,False,,benign,no_adverse_signal
getwss.shop,2026-07-24,11,2.2516291673878226,0.0,0,0.2,-7.434744444444444,low,0.6,4,0.8333333333333334,True,NOERROR,1,300,0,2,False,False,0,,GE,False,,,,False,0,True,False,,malicious,spamhaus_zen
squeezohs.com,2026-07-24,13,2.725480556997868,0.0,0,0.8,-8.38086,low,0.4706,2,0.7777777777777778,True,NOERROR,2,600,0,2,False,False,0,16509,US,True,"GoDaddy.com, LLC",2,365,False,32,False,False,,benign,no_adverse_signal
nlpl198.top,2026-07-24,11,2.5216406363433186,0.2727272727272727,0,0.0,-10.105963636363636,high,0.4286,4,0.8571428571428571,True,NOERROR,3,60,0,2,False,True,0,40065,US,False,Gname.com Pte. Ltd.,2,365,True,0,False,False,,benign,no_adverse_signal
deepanshi.xyz,2026-07-24,13,2.94770277922009,0.0,0,0.8,-6.607033333333334,high,0.5333,3,0.8888888888888888,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GMO Internet, Inc.",2,365,True,27,False,False,,benign,no_adverse_signal
apish-yameisports.com.cn,2026-07-24,24,3.4548223999466066,0.0,1,0.6,-7.225109677419355,low,0.5185,3,0.7058823529411765,True,NOERROR,1,600,0,2,False,False,0,134175,HK,False,北京新网数码信息技术有限公司,4,365,False,0,False,False,,benign,no_adverse_signal
tryingenia.biz,2026-07-24,14,2.921928094887362,0.0,0,0.6666666666666666,-6.765741176470589,low,0.625,3,0.8,True,NOERROR,2,300,1,2,True,False,2,13335,US,False,DYNADOT LLC,2,365,True,0,False,False,False,benign,no_adverse_signal
thebreadoflifemission.org,2026-07-24,25,3.6537567082870015,0.0,0,0.75,-6.817674358974359,low,0.4516,2,0.6666666666666666,True,NOERROR,2,300,2,2,True,False,2,13335,US,False,"GoDaddy.com, LLC",2,365,False,0,False,False,False,benign,no_adverse_signal
exploretubudd.com,2026-07-24,17,3.238901256602631,0.0,0,0.625,-7.144073913043479,low,0.5185,3,0.7692307692307693,True,NOERROR,2,300,5,2,True,False,2,13335,US,False,"Network Solutions, LLC",2,365,False,0,False,False,False,benign,no_adverse_signal
narukivexira.com,2026-07-24,16,3.084962500721156,0.0,0,1.0,-7.46215238095238,low,0.6316,1,0.75,False,NXDOMAIN,0,,0,0,False,False,0,,,,"GMO Internet, Inc.",2,365,True,,,False,,benign,no_adverse_signal
disruptive-x.ai,2026-07-24,15,3.418295834054489,0.0,1,0.5714285714285714,-7.706761904761906,low,0.5263,2,0.9166666666666666,True,NOERROR,2,300,1,2,False,False,2,13335,US,False,NAMECHEAP INC,23,731,True,0,False,False,False,benign,no_adverse_signal
dewa4dku2.com,2026-07-24,13,2.94770277922009,0.15384615384615385,0,0.75,-9.643013333333332,low,0.4444,2,0.8888888888888888,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,PDR Ltd. d/b/a PublicDomainRegistry.com,2,365,False,0,False,False,,benign,no_adverse_signal
