domain,date_collected,domain_length,shannon_entropy,digit_ratio,hyphen_count,vowel_consonant_ratio,ngram_score,tld_risk_category,typosquatting_similarity,longest_consonant_run,unique_char_ratio,resolves_flag,rcode,num_a_records,min_ttl,mx_count,num_ns,has_spf,cname_present,num_aaaa_records,asn,geo_country,ptr_present,registrar,domain_age_days,registration_duration_days,privacy_protection_flag,abuseipdb_score,spamhaus_zen_listed,spamhaus_dbl_listed,mx_spamhaus_zen_listed,label,label_reason
graphlattice.xyz,2026-07-10,16,3.2516291673878226,0.0,0,0.5,-6.872852380952382,high,0.6087,3,0.8333333333333334,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GMO Internet, Inc.",2,365,True,27,False,False,,benign,no_adverse_signal
recipesuper.com,2026-07-10,15,2.663532754804255,0.0,0,0.8333333333333334,-6.777336842105263,low,0.5556,1,0.6363636363636364,True,NOERROR,1,600,0,2,False,False,0,134548,HK,False,"GMO Internet, Inc.",2,365,True,0,False,False,,benign,no_adverse_signal
hulawang.com,2026-07-10,12,2.75,0.0,0,0.6,-6.953215384615385,low,0.5714,2,0.875,False,NOERROR,0,,0,2,False,False,0,,,,Gname 165 Inc,2,365,False,,,False,,benign,no_adverse_signal
diyairapid.com,2026-07-10,14,2.446439344671015,0.0,0,1.0,-7.261576470588235,low,0.5263,1,0.6,True,NOERROR,2,300,1,2,True,False,2,13335,US,False,Porkbun LLC,2,365,False,0,False,False,False,benign,no_adverse_signal
sonnemetzger.com.de,2026-07-10,19,1.584962500721156,0.0,0,0.5,-5.649566666666666,low,0.6,1,1.0,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,,,,False,0,False,False,,benign,no_adverse_signal
walkinginfo.xyz,2026-07-10,15,3.095795255000934,0.0,0,0.5714285714285714,-6.657410526315789,high,0.56,2,0.8181818181818182,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GMO Internet, Inc.",2,365,True,27,False,False,,benign,no_adverse_signal
paladeon.com,2026-07-10,12,2.75,0.0,0,1.0,-6.403192307692308,low,0.6667,1,0.875,True,NOERROR,1,300,0,2,False,False,1,24940,DE,True,NAMECHEAP INC,2,365,True,0,False,False,,benign,no_adverse_signal
kmtsup.com,2026-07-10,10,2.584962500721156,0.0,0,0.2,-8.1449,low,0.6667,4,1.0,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,PDR Ltd. d/b/a PublicDomainRegistry.com,2,365,False,0,False,False,,benign,no_adverse_signal
pinetreercm.com,2026-07-10,15,2.8453509366224368,0.0,0,0.5714285714285714,-6.359242105263157,low,0.6,3,0.7272727272727273,True,NOERROR,1,50,2,2,True,False,0,47583,CY,False,"HOSTINGER operations, UAB",2,365,False,32,False,False,False,benign,no_adverse_signal
fairymika.shop,2026-07-10,14,2.725480556997868,0.0,0,0.8,-7.6934933333333335,low,0.5,3,0.7777777777777778,False,NOERROR,0,,0,2,False,False,0,,,,,,,False,,,False,,benign,no_adverse_signal
mawangr.com,2026-07-10,11,2.5216406363433186,0.0,0,0.4,-6.898109090909091,low,0.5333,3,0.8571428571428571,False,NOERROR,0,,0,2,False,False,0,,,,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2,731,False,,,False,,benign,no_adverse_signal
namespacelog.xyz,2026-07-10,16,3.2516291673878226,0.0,0,0.7142857142857143,-6.269376190476191,high,0.56,2,0.8333333333333334,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GMO Internet, Inc.",2,365,True,27,False,False,,benign,no_adverse_signal
theopulencebeautylounge.com,2026-07-10,27,3.4642346527265664,0.0,0,0.9166666666666666,-6.963427906976744,low,0.5,3,0.5652173913043478,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GoDaddy.com, LLC",2,731,True,23,False,False,False,benign,no_adverse_signal
jitase.com,2026-07-10,10,2.584962500721156,0.0,0,1.0,-6.617655555555555,low,0.6154,1,1.0,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,DYNADOT LLC,2,365,True,0,False,False,,benign,no_adverse_signal
smithandcohenla.com,2026-07-10,19,3.506890595608518,0.0,0,0.5,-7.074588888888889,low,0.5385,3,0.8,True,NOERROR,2,10800,2,2,True,False,2,14618,US,True,DropCatch.com 1066 LLC,2,365,True,0,False,False,False,benign,no_adverse_signal
jackpotprismx.com,2026-07-10,17,3.5465935642949384,0.0,0,0.3,-7.482504347826087,low,0.4348,3,0.9230769230769231,True,NOERROR,2,60,2,2,True,False,2,47583,LT,False,Atak Domain,2,365,False,0,False,False,False,benign,no_adverse_signal
milanababyaccessoires.fr,2026-07-10,24,3.4039894464852614,0.0,0,0.75,-6.986797435897436,low,0.5294,2,0.5714285714285714,True,NOERROR,1,3600,1,3,True,False,0,396982,NL,True,Hosting Concepts B.V. d/b/a Openprovider,1,364,True,7,False,False,False,benign,no_adverse_signal
