domain,date_collected,domain_length,shannon_entropy,digit_ratio,hyphen_count,vowel_consonant_ratio,ngram_score,tld_risk_category,typosquatting_similarity,longest_consonant_run,unique_char_ratio,resolves_flag,rcode,num_a_records,min_ttl,mx_count,num_ns,has_spf,cname_present,num_aaaa_records,asn,geo_country,ptr_present,registrar,domain_age_days,registration_duration_days,privacy_protection_flag,abuseipdb_score,spamhaus_zen_listed,spamhaus_dbl_listed,mx_spamhaus_zen_listed,label,label_reason
masteryofthearts.com,2026-07-11,20,3.202819531114783,0.0,0,0.45454545454545453,-6.510227586206897,low,0.4667,3,0.625,True,NOERROR,1,3600,2,4,True,False,1,8560,DE,True,IONOS SE,2,365,True,0,False,False,False,benign,no_adverse_signal
melbet-78s.cfd,2026-07-11,14,3.121928094887362,0.14285714285714285,1,0.4,-8.868835294117646,low,0.4615,2,0.9,True,NOERROR,1,300,0,2,False,False,0,204601,NL,True,"NameSilo, LLC",2,365,False,0,False,False,,benign,no_adverse_signal
mkto-mlm10060178.com,2026-07-11,20,3.2806390622295662,0.4,1,0.16666666666666666,-9.616024137931033,low,0.3333,3,0.6875,True,NOERROR,1,300,0,3,True,False,0,8075,US,False,NOM-IQ Ltd dba Com Laude,2,365,True,5,False,False,,benign,no_adverse_signal
seapix.online,2026-07-11,13,2.584962500721156,0.0,0,1.0,-6.7069777777777775,medium,0.7692,1,1.0,True,NOERROR,1,3600,5,2,True,False,0,34702,EE,False,NAMECHEAP INC,2,365,True,0,False,False,False,benign,no_adverse_signal
entreinamentosdebeisbol.site,2026-07-11,28,3.377278130987436,0.0,0,0.7692307692307693,-6.701281395348837,medium,0.4444,3,0.5217391304347826,True,NOERROR,1,1800,2,2,True,False,1,47583,BR,False,"HOSTINGER operations, UAB",2,365,False,0,False,False,False,benign,no_adverse_signal
6th-star.co.jp,2026-07-11,14,2.75,0.07142857142857142,1,0.2,-7.742153846153846,low,0.5882,2,0.875,True,NOERROR,1,3600,1,5,True,False,0,131965,JP,True,,4,,False,0,False,False,False,benign,no_adverse_signal
saanfarm.com,2026-07-11,12,2.4056390622295662,0.0,0,0.6,-7.344776923076923,low,0.625,2,0.75,True,NOERROR,1,1800,5,2,True,False,0,22612,US,False,NAMECHEAP INC,2,731,True,0,False,False,False,benign,no_adverse_signal
kpgreenedge.com,2026-07-11,15,2.550340709546388,0.0,0,0.5714285714285714,-7.302478947368421,low,0.6,4,0.6363636363636364,True,NOERROR,2,120,2,4,True,False,0,16509,DE,True,NAMECHEAP INC,2,365,True,17,False,False,False,benign,no_adverse_signal
lentotavolaxivexo.click,2026-07-11,23,3.1018812234760182,0.0,0,0.8888888888888888,-7.1251225806451615,medium,0.4348,2,0.5294117647058824,True,NOERROR,1,1800,5,2,True,False,0,22612,US,False,NAMECHEAP INC,2,365,True,0,False,False,False,benign,no_adverse_signal
primetrixnet.com,2026-07-11,16,2.918295834054489,0.0,0,0.5,-6.653071428571428,low,0.56,2,0.6666666666666666,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,DYNADOT LLC,2,365,True,0,False,False,,benign,no_adverse_signal
juvenocracyballflower.garden,2026-07-11,28,3.6897037321995474,0.0,0,0.5,-7.37521794871795,low,0.4444,4,0.6666666666666666,True,NOERROR,1,3600,0,2,False,False,0,54801,JP,False,"Spaceship, Inc.",2,365,True,0,False,False,,benign,no_adverse_signal
320818.xyz,2026-07-11,10,2.251629167387823,0.6,0,0.0,-10.551033333333333,high,0.4444,0,0.8333333333333334,False,NOERROR,0,,0,2,False,False,1,,,,"Spaceship, Inc.",3,365,False,,,False,,benign,no_adverse_signal
taixiuonlinevibe.info,2026-07-11,21,3.25,0.0,0,1.2857142857142858,-7.356493103448276,medium,0.5926,2,0.6875,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,,,,,0,False,False,,benign,no_adverse_signal
cooperaitechnology.app,2026-07-11,22,3.5032583347756456,0.0,0,0.8,-6.627736363636364,low,0.5,3,0.7222222222222222,True,NOERROR,1,10800,0,2,False,False,0,400754,US,True,,,,False,0,False,False,,benign,no_adverse_signal
fundingsuitezip.com,2026-07-11,19,3.32323142879762,0.0,0,0.6666666666666666,-7.141259259259259,low,0.5833,3,0.7333333333333333,True,NOERROR,2,300,5,2,True,False,2,13335,US,False,Porkbun LLC,2,365,False,0,False,False,False,benign,no_adverse_signal
valerieann.company,2026-07-11,18,2.7219280948873625,0.0,0,1.0,-6.535299999999999,low,0.5333,2,0.7,True,NOERROR,4,14400,1,4,True,False,0,53831,US,False,,,,,22,False,False,False,benign,no_adverse_signal
capitalrestoresolucion.com,2026-07-11,26,3.516027641266231,0.0,0,0.8333333333333334,-6.433085365853659,low,0.4762,2,0.5454545454545454,True,NOERROR,1,300,0,4,False,False,0,13335,DE,True,"Name.com, Inc.",2,365,True,33,False,False,,benign,no_adverse_signal
dusundawungkulon.online,2026-07-11,23,3.077819531114783,0.0,0,0.6,-7.756865517241379,medium,0.4615,3,0.625,False,timeout,0,,0,0,False,False,0,,,,CV. Rumahweb Indonesia,2,365,False,,,False,,benign,no_adverse_signal
vivetucambio.com,2026-07-11,16,3.2516291673878226,0.0,0,1.0,-7.072242857142857,low,0.5,2,0.8333333333333334,True,NOERROR,1,900,1,5,True,False,0,197712,ES,True,"10DENCEHISPAHARD, S.L",4406,4748,True,0,False,False,False,benign,no_adverse_signal
aspic-hthsports.com.cn,2026-07-11,22,3.1898980954642875,0.0,1,0.2727272727272727,-7.39662962962963,low,0.4828,5,0.6666666666666666,True,NOERROR,1,600,0,2,False,False,0,58658,US,False,深圳英迈思信息技术有限公司,5,365,False,0,False,False,,benign,no_adverse_signal
winx98king.com,2026-07-11,14,2.9219280948873623,0.14285714285714285,0,0.3333333333333333,-8.928841176470588,low,0.5556,2,0.8,True,NOERROR,1,1800,5,2,True,False,0,22612,US,False,NAMECHEAP INC,2,365,True,0,False,False,False,benign,no_adverse_signal
scalingup.xyz,2026-07-11,13,3.169925001442312,0.0,0,0.5,-6.42084,high,0.5333,2,1.0,True,NOERROR,2,1200,0,2,False,False,0,16509,US,True,"Spaceship, Inc.",3,365,False,0,False,False,,benign,no_adverse_signal
teliagentsuite.com,2026-07-11,18,2.9852281360342516,0.0,0,1.0,-6.46064,low,0.6957,3,0.6428571428571429,True,NOERROR,2,300,1,2,True,False,2,13335,US,False,PDR Ltd. d/b/a PublicDomainRegistry.com,2,365,True,0,False,False,False,benign,no_adverse_signal
ffmgo.app,2026-07-11,9,1.9219280948873623,0.0,0,0.25,-8.962314285714285,low,0.5,4,0.8,True,NOERROR,1,3600,2,4,True,False,1,8560,DE,True,,,,False,10,False,False,False,benign,no_adverse_signal
slotscity-casino.ca,2026-07-11,19,3.202819531114783,0.0,1,0.5,-6.745448275862069,low,0.4348,3,0.625,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,Open Provider Inc.,2,365,True,0,False,False,,benign,no_adverse_signal
aibowsprit.xyz,2026-07-11,14,3.121928094887362,0.0,0,0.6666666666666666,-7.219482352941177,high,0.5556,4,0.9,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GMO Internet, Inc.",2,365,True,26,False,False,,benign,no_adverse_signal
thesocialcontentedit.co.uk,2026-07-11,26,3.2841837197791888,0.0,0,0.6666666666666666,-6.280175675675676,low,0.5455,2,0.55,True,NOERROR,2,600,0,2,False,False,0,16509,US,True,"GoDaddy.com, LLC. [Tag = GODADDY]",6,365,False,38,False,False,,benign,no_adverse_signal
marqvisionai.com,2026-07-11,16,3.0220552088742,0.0,0,1.0,-7.446338095238095,low,0.5455,3,0.75,False,NOERROR,0,,1,2,True,False,0,,,,Porkbun LLC,2,365,False,,,False,False,benign,no_adverse_signal
personalvr.xyz,2026-07-11,14,3.121928094887362,0.0,0,0.42857142857142855,-6.886805882352941,high,0.5333,3,0.9,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GMO Internet, Inc.",2,365,True,26,False,False,,benign,no_adverse_signal
vipqris.pro,2026-07-11,11,2.5216406363433186,0.0,0,0.4,-9.016227272727273,low,0.5714,3,0.8571428571428571,True,NOERROR,2,300,5,2,True,False,2,13335,US,False,,,,,0,False,False,False,benign,no_adverse_signal
instantshiba.xyz,2026-07-11,16,2.7516291673878226,0.0,0,0.5,-6.388133333333333,high,0.6,4,0.5833333333333334,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GMO Internet, Inc.",3,365,True,26,False,False,,benign,no_adverse_signal
banzaiperp.xyz,2026-07-11,14,2.9219280948873623,0.0,0,0.6666666666666666,-7.223094117647059,high,0.4706,2,0.8,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GMO Internet, Inc.",2,365,True,26,False,False,,benign,no_adverse_signal
bscvariedades.online,2026-07-11,20,3.085055102756477,0.0,0,0.625,-7.2937391304347825,medium,0.5263,4,0.6923076923076923,True,NOERROR,1,86400,0,2,False,False,0,16509,US,True,"TUCOWS.COM, CO.",371,730,False,1,False,False,,benign,no_adverse_signal
sanjayapromosi.com,2026-07-11,18,3.182005814760214,0.0,0,0.75,-7.077272000000001,low,0.4762,2,0.7142857142857143,True,NOERROR,1,300,0,2,False,False,0,16509,US,True,"HOSTINGER operations, UAB",2,365,False,28,False,False,,benign,no_adverse_signal
tradematrim.com,2026-07-11,15,2.7321588913645702,0.0,0,0.5714285714285714,-6.205468421052632,low,0.5263,2,0.6363636363636364,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,Realtime Register B.V.,2,365,False,0,False,False,,benign,no_adverse_signal
knowyourplaces.de,2026-07-11,17,3.6644977792004623,0.0,0,0.5555555555555556,-7.252064000000001,low,0.5185,3,0.9285714285714286,True,NOERROR,4,30,0,2,False,False,7,212317,US,True,,,,False,0,False,False,,benign,no_adverse_signal
interactivetelecomtechnologies.com,2026-07-11,34,3.5144093452479406,0.0,0,0.7647058823529411,-6.442312280701754,low,0.4889,3,0.4666666666666667,False,NOERROR,0,,1,4,True,False,0,,,,NAMECHEAP INC,2,365,True,,,False,False,benign,no_adverse_signal
abao007.com,2026-07-11,11,2.2359263506290326,0.2727272727272727,0,3.0,-9.598809090909091,low,0.6154,1,0.7142857142857143,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,"GMO Internet, Inc.",3,365,True,0,False,,,benign,no_adverse_signal
vanguharmonicemanate.org,2026-07-11,24,3.4841837197791885,0.0,0,0.8181818181818182,-6.659905405405405,low,0.4706,2,0.65,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
tvu4vx11.top,2026-07-11,12,2.5,0.25,0,0.25,-11.680261538461538,high,0.3333,2,0.75,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
businesspunks.xyz,2026-07-11,17,2.7773627950641693,0.0,0,0.4444444444444444,-6.724639130434782,high,0.7143,3,0.6153846153846154,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
cartagroup.ru,2026-07-11,13,2.9219280948873623,0.0,0,0.6666666666666666,-6.388588235294117,low,0.5882,2,0.8,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,False,,,,,unknown,no_reputation_coverage
blinkersoptional.com,2026-07-11,20,3.5,0.0,0,0.6,-6.4004551724137935,low,0.5833,2,0.75,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
h-nfmit.garden,2026-07-11,14,2.807354922057604,0.0,1,0.2,-8.967063636363635,low,0.6,3,1.0,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
0834.cz,2026-07-11,7,2.0,0.5714285714285714,0,0.0,-10.598980000000001,low,0.2857,0,1.0,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
92985.xn--j1amh,2026-07-11,15,1.9219280948873623,0.4,2,0.0,-10.697742857142856,low,0.25,0,0.8,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
reform-takumi-home.com,2026-07-11,22,3.4613201402110083,0.0,2,0.7777777777777778,-7.585954545454546,low,0.4167,2,0.6666666666666666,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
zlfox.vip,2026-07-11,9,2.321928094887362,0.0,0,0.25,-8.768042857142857,low,0.5455,3,1.0,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,False,,,,,unknown,no_reputation_coverage
tansybrook.today,2026-07-11,16,3.1219280948873624,0.0,0,0.42857142857142855,-7.1172176470588235,low,0.5882,5,0.9,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
lilybeancoffee.de,2026-07-11,17,3.182005814760214,0.0,0,0.75,-7.178144,low,0.5714,3,0.7142857142857143,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,False,,,,,unknown,no_reputation_coverage
ughsandy.com,2026-07-11,12,3.0,0.0,0,0.3333333333333333,-7.660153846153846,low,0.625,3,1.0,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
401-403.com,2026-07-11,11,2.2359263506290326,0.5454545454545454,1,0.0,-10.908490909090908,low,0.4,0,0.7142857142857143,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
summersinglive.com,2026-07-11,18,3.2359263506290334,0.0,0,0.5555555555555556,-6.515452,low,0.5455,3,0.7142857142857143,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
mailbands.xyz,2026-07-11,13,2.94770277922009,0.0,0,0.5,-6.6265133333333335,high,0.6316,3,0.8888888888888888,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
kl555.cfd,2026-07-11,9,1.3709505944546687,0.3333333333333333,0,0.0,-10.279385714285713,low,0.2857,2,0.6,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
nubetec.shop,2026-07-11,12,2.521640636343318,0.0,0,0.75,-6.628590909090909,low,0.5714,1,0.8571428571428571,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,False,,,,,unknown,no_reputation_coverage
i72oph2l.top,2026-07-11,12,2.75,0.25,0,0.6666666666666666,-11.587861538461539,high,0.4286,2,0.875,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
xcelenergiescom.com,2026-07-11,19,3.2402239289418517,0.0,0,0.6666666666666666,-6.636540740740741,low,0.5,2,0.7333333333333333,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
minormail.xyz,2026-07-11,13,2.725480556997868,0.0,0,0.8,-6.224293333333334,high,0.6154,2,0.7777777777777778,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
airyenable.xyz,2026-07-11,14,2.9219280948873623,0.0,0,1.0,-7.157688235294118,high,0.5263,2,0.8,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
paywest.net,2026-07-11,11,2.807354922057604,0.0,0,0.4,-6.948227272727272,low,0.6667,2,1.0,False,NXDOMAIN,0,,0,0,False,False,0,,,,,,,,,,False,,benign,no_adverse_signal
denginafintech.ru,2026-07-11,17,3.182005814760214,0.0,0,0.5555555555555556,-6.3266,low,0.5,2,0.7142857142857143,False,NXDOMAIN,0,,0,0,False,False,0,,,,,,,False,,,False,,benign,no_adverse_signal
fyrrshop.top,2026-07-11,12,2.75,0.0,0,0.14285714285714285,-8.099084615384616,high,0.5882,6,0.875,False,NXDOMAIN,0,,0,0,False,False,0,,,,,,,,,,False,,benign,no_adverse_signal
dlrvaldivia.cl,2026-07-11,14,2.550340709546388,0.0,0,0.5714285714285714,-7.7279947368421045,low,0.5455,4,0.5454545454545454,False,NXDOMAIN,0,,0,0,False,False,0,,,,,,,False,,,False,,benign,no_adverse_signal
alexadveri-tomsk.ru,2026-07-11,19,3.75,0.0,1,0.6666666666666666,-7.340137931034483,low,0.5,3,0.875,False,NXDOMAIN,0,,0,0,False,False,0,,,,,,,False,,,False,,benign,no_adverse_signal
stopwattaccess.shop,2026-07-11,19,2.8423709931771084,0.0,0,0.4,-6.892312,low,0.5926,2,0.5714285714285714,False,NXDOMAIN,0,,0,0,False,False,0,,,,,,,False,,,False,,benign,no_adverse_signal
derbymail.xyz,2026-07-11,13,3.169925001442312,0.0,0,0.5,-7.176193333333333,high,0.6154,4,1.0,False,NXDOMAIN,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
redledgermaine.com,2026-07-11,18,2.950212064914748,0.0,0,0.75,-6.530571999999999,low,0.5714,2,0.6428571428571429,False,timeout,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
aphrodite-casino-online.uk,2026-07-11,26,3.6424896731661263,0.0,2,0.9090909090909091,-6.767848837209302,low,0.5161,3,0.6086956521739131,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
tripleimpact.site,2026-07-11,17,3.0849625007211556,0.0,0,0.5,-6.824690476190476,medium,0.5556,2,0.75,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,False,,,,,unknown,no_reputation_coverage
itconlinedata.com,2026-07-11,17,3.085055102756477,0.0,0,0.8571428571428571,-6.128017391304348,low,0.6667,2,0.6923076923076923,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
harlixstore.com,2026-07-11,15,3.277613436819116,0.0,0,0.5714285714285714,-6.744731578947369,low,0.5833,3,0.9090909090909091,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
19320rty.app,2026-07-11,12,3.0,0.4166666666666667,0,0.0,-10.914007692307694,low,0.4,3,1.0,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,False,,,,,unknown,no_reputation_coverage
kiowagarage.com,2026-07-11,15,2.8453509366224368,0.0,0,1.2,-7.026057894736843,low,0.5185,1,0.7272727272727273,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
gashnog.shop,2026-07-11,12,2.5216406363433186,0.0,0,0.4,-7.2489,low,0.5,3,0.8571428571428571,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,False,,,,,unknown,no_reputation_coverage
mintandspicebakery.com,2026-07-11,22,3.7254805569978675,0.0,0,0.5,-6.53410303030303,low,0.4516,4,0.7777777777777778,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
rankings2044.com,2026-07-11,16,3.2516291673878226,0.25,0,0.3333333333333333,-7.812428571428572,low,0.5,3,0.8333333333333334,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
ybox.xyz,2026-07-11,8,2.0,0.0,0,0.3333333333333333,-7.36644,high,0.6,2,1.0,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
zaragem.online,2026-07-11,14,2.5216406363433186,0.0,0,0.75,-6.6487454545454545,medium,0.5455,1,0.8571428571428571,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,False,,,,,unknown,no_reputation_coverage
oopbuyfind.pl,2026-07-11,13,3.121928094887362,0.0,0,0.6666666666666666,-7.784317647058824,low,0.6316,2,0.9,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
neutriceuticals.com,2026-07-11,19,3.2402239289418517,0.0,0,0.875,-6.74647037037037,low,0.5455,2,0.6666666666666666,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
titabet.casino,2026-07-11,14,2.1280852788913944,0.0,0,0.75,-6.305581818181818,low,0.6154,1,0.7142857142857143,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
kikacil.icu,2026-07-11,11,2.2359263506290326,0.0,0,0.75,-7.49379090909091,low,0.5455,1,0.7142857142857143,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
stg-spjct-cdn.com,2026-07-11,17,3.085055102756477,0.0,2,0.0,-8.719086956521739,low,0.5263,5,0.6923076923076923,False,SERVFAIL,0,,0,0,False,False,0,,,,,,,,,,,,unknown,no_reputation_coverage
