domain,date_collected,domain_length,shannon_entropy,digit_ratio,hyphen_count,vowel_consonant_ratio,ngram_score,tld_risk_category,typosquatting_similarity,longest_consonant_run,unique_char_ratio,resolves_flag,rcode,num_a_records,min_ttl,mx_count,num_ns,has_spf,cname_present,num_aaaa_records,asn,geo_country,ptr_present,registrar,domain_age_days,registration_duration_days,privacy_protection_flag,abuseipdb_score,spamhaus_zen_listed,spamhaus_dbl_listed,mx_spamhaus_zen_listed,label,label_reason
campblackbear.org,2026-07-08,17,3.0269868333592873,0.0,0,0.4444444444444444,-7.222904347826087,low,0.5263,4,0.6923076923076923,True,NOERROR,2,600,0,2,False,False,0,16509,US,True,"GoDaddy.com, LLC",2,1096,False,37,False,False,,benign,no_adverse_signal
beallstudio.com,2026-07-08,15,3.277613436819116,0.0,0,0.8333333333333334,-6.625626315789473,low,0.6957,4,0.9090909090909091,True,NOERROR,1,1799,5,2,True,False,1,209242,US,False,NAMECHEAP INC,2,365,True,0,False,False,False,benign,no_adverse_signal
topubosvuru.store,2026-07-08,17,2.845350936622437,0.0,0,0.8333333333333334,-7.923100000000001,low,0.4706,2,0.7272727272727273,True,NOERROR,1,1799,5,2,True,False,0,200019,BG,True,,,,False,0,False,False,False,benign,no_adverse_signal
auntiedscleaning.com,2026-07-08,20,3.327819531114783,0.0,0,0.7777777777777778,-6.6283724137931035,low,0.4571,4,0.6875,True,NOERROR,1,300,1,4,False,False,0,13335,DE,True,"Name.com, Inc.",2,365,True,36,False,False,False,benign,no_adverse_signal
hnjqlaw.com,2026-07-08,11,2.807354922057604,0.0,0,0.16666666666666666,-10.081772727272728,low,0.4615,5,1.0,False,NOERROR,0,,0,2,False,False,0,,,,"Megazone Corp., dba HOSTING.KR",2,365,False,,,False,,benign,no_adverse_signal
avmevent.com,2026-07-08,12,2.5,0.0,0,0.6,-7.239546153846153,low,0.5556,2,0.75,False,SERVFAIL,0,,0,0,False,False,0,,,,ODTU Gelistirme Vakfi Bilgi Teknolojileri Sanayi Ve Ticaret Anonim Sirketi,2,365,True,,,False,,benign,no_adverse_signal
ecinsigorta.com,2026-07-08,15,3.277613436819116,0.0,0,0.8333333333333334,-6.505126315789473,low,0.5217,2,0.9090909090909091,False,SERVFAIL,0,,0,0,False,False,0,,,,ODTU Gelistirme Vakfi Bilgi Teknolojileri Sanayi Ve Ticaret Anonim Sirketi,2,365,True,,,False,,benign,no_adverse_signal
60pg0237.cc,2026-07-08,11,2.75,0.5454545454545454,0,0.0,-11.052515384615386,low,0.3636,2,0.875,False,NOERROR,0,,0,2,False,False,0,,,,Gname.com Pte. Ltd.,3,365,True,,,False,,benign,no_adverse_signal
lovettmobilenotaryllc.com,2026-07-08,25,3.4632805178108104,0.0,0,0.5,-7.055684615384615,low,0.4848,5,0.6190476190476191,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,"Spaceship, Inc.",2,365,False,0,False,False,,benign,no_adverse_signal
bacgame.life,2026-07-08,12,2.5216406363433186,0.0,0,0.75,-6.9893,low,0.625,2,0.8571428571428571,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,,,,False,0,False,False,,benign,no_adverse_signal
