domain,date_collected,domain_length,shannon_entropy,digit_ratio,hyphen_count,vowel_consonant_ratio,ngram_score,tld_risk_category,typosquatting_similarity,longest_consonant_run,unique_char_ratio,resolves_flag,rcode,num_a_records,min_ttl,mx_count,num_ns,has_spf,cname_present,num_aaaa_records,asn,geo_country,ptr_present,registrar,domain_age_days,registration_duration_days,privacy_protection_flag,abuseipdb_score,spamhaus_zen_listed,spamhaus_dbl_listed,mx_spamhaus_zen_listed,label,label_reason
reebul.com,2026-07-20,10,2.2516291673878226,0.0,0,1.0,-7.051,low,0.6667,1,0.8333333333333334,True,NOERROR,1,1800,0,2,False,False,0,13335,CA,True,"Spaceship, Inc.",3,365,False,,False,False,,benign,no_adverse_signal
nepsewealth.com,2026-07-20,15,3.027169118440619,0.0,0,0.5714285714285714,-6.9994,low,0.5882,3,0.8181818181818182,True,NOERROR,1,14400,1,4,True,False,0,397273,US,False,Squarespace Domains II LLC,3,365,True,,False,False,False,benign,no_adverse_signal
stayclassy.news,2026-07-20,15,2.446439344671015,0.0,0,0.25,-6.9001705882352935,low,0.5263,3,0.6,True,NOERROR,2,300,1,2,False,False,2,13335,US,False,,,,,,False,False,False,benign,no_adverse_signal
jyjgretail.top,2026-07-20,14,3.121928094887362,0.0,0,0.42857142857142855,-8.175135294117647,high,0.5333,5,0.9,False,NOERROR,0,,2,2,False,False,0,,,,XinNet Technology Corporation,4,365,True,,,False,True,benign,no_adverse_signal
dearlykeptstudio.com,2026-07-20,20,3.625,0.0,0,0.6,-7.367965517241379,low,0.5714,4,0.8125,True,NOERROR,4,14400,1,4,True,False,0,53831,US,False,Squarespace Domains II LLC,3,365,True,,False,False,False,benign,no_adverse_signal
googles.live,2026-07-20,12,2.2359263506290326,0.0,0,0.75,-6.457281818181818,low,0.9231,2,0.7142857142857143,False,NXDOMAIN,0,,0,0,False,False,0,,,,,,,False,,,False,,benign,no_adverse_signal
booksnail.com,2026-07-20,13,2.94770277922009,0.0,0,0.8,-7.115546666666666,low,0.625,3,0.8888888888888888,True,NOERROR,1,1,0,2,False,False,0,206888,HK,False,July Name Limited,3,365,True,,False,False,,benign,no_adverse_signal
z3gyzi5z.top,2026-07-20,12,2.4056390622295662,0.16666666666666666,0,0.2,-11.823230769230769,high,0.375,3,0.75,True,NOERROR,3,60,0,2,False,True,0,138995,US,False,Dominet (HK) Limited,3,365,True,,True,False,,malicious,spamhaus_zen
olasam.bio,2026-07-20,10,2.2516291673878226,0.0,0,1.0,-6.360233333333333,low,0.6154,1,0.8333333333333334,True,NOERROR,1,86400,0,2,False,False,0,16509,US,True,,,,,,False,False,,benign,no_adverse_signal
jumacreative.com,2026-07-20,16,3.2516291673878226,0.0,0,1.0,-6.6067857142857145,low,0.5926,2,0.8333333333333334,True,NOERROR,2,300,2,2,True,False,2,47583,LT,True,"HOSTINGER operations, UAB",3,365,False,,False,False,False,benign,no_adverse_signal
06sm88.site,2026-07-20,11,2.2516291673878226,0.36363636363636365,0,0.0,-11.442622222222221,medium,0.3077,2,0.8333333333333334,True,NOERROR,1,1799,5,2,True,False,0,32475,US,True,NAMECHEAP INC,4,365,True,,False,False,False,benign,no_adverse_signal
geicoaccident.com,2026-07-20,17,3.0269868333592873,0.0,0,0.8571428571428571,-7.015482608695652,low,0.5455,2,0.6923076923076923,True,NOERROR,2,600,0,2,False,False,0,16509,US,True,"GoDaddy.com, LLC",4,365,False,,False,False,,benign,no_adverse_signal
brevantisv92-dk.com,2026-07-20,19,3.7735572622751845,0.10526315789473684,1,0.3333333333333333,-8.663914814814815,low,0.4348,2,0.9333333333333333,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,Hosting Concepts B.V. d/b/a Registrar.eu,4,365,True,,False,False,,benign,no_adverse_signal
688888203.xyz,2026-07-20,13,1.8799649487271108,0.6923076923076923,0,0.0,-9.44046,high,0.3333,0,0.5555555555555556,False,NOERROR,0,,0,4,False,False,0,,,,"Name.com, Inc.",4,365,True,,,False,,benign,no_adverse_signal
summitnexust.com,2026-07-20,16,2.9182958340544896,0.0,0,0.5,-7.387142857142857,low,0.4762,2,0.6666666666666666,False,NOERROR,0,,0,2,False,False,0,,,,"Amazon Registrar, Inc.",4,365,True,,,False,,benign,no_adverse_signal
wealthfundmanager.com,2026-07-20,21,3.572469458770136,0.0,0,0.5454545454545454,-6.8975,low,0.5833,4,0.7647058823529411,True,NOERROR,1,86400,0,2,False,False,0,16509,US,True,"TUCOWS.COM, CO.",372,730,True,,False,False,,benign,no_adverse_signal
chinayshb.com,2026-07-20,13,2.94770277922009,0.0,0,0.2857142857142857,-7.021100000000001,low,0.625,4,0.8888888888888888,False,NOERROR,0,,0,2,False,False,0,,,,"GMO Internet, Inc.",4,365,True,,,False,,benign,no_adverse_signal
gustavbrandt.com,2026-07-20,16,3.2516291673878226,0.0,0,0.3333333333333333,-7.188928571428572,low,0.5263,3,0.8333333333333334,False,SERVFAIL,0,,0,0,False,False,0,,,,Marcaria International LLC,3,365,True,,,False,,benign,no_adverse_signal
royal888oxgas.site,2026-07-20,18,3.0269868333592873,0.16666666666666666,0,0.6666666666666666,-8.967686956521739,medium,0.5263,2,0.6923076923076923,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,NAMECHEAP INC,3,365,True,,False,False,,benign,no_adverse_signal
matorinexa.com,2026-07-20,14,3.121928094887362,0.0,0,1.0,-6.155782352941177,low,0.6667,1,0.9,True,NOERROR,1,300,0,2,False,False,0,132203,JP,False,"GMO Internet, Inc.",4,365,True,,True,False,,malicious,spamhaus_zen
freerandomdomainforautomatedtest152127.com,2026-07-20,42,3.8199100790622587,0.14285714285714285,0,0.7777777777777778,-7.14778904109589,low,0.3846,2,0.42105263157894735,True,NOERROR,1,600,1,2,False,False,0,47846,DE,False,IONOS SE,274,365,True,,False,False,False,benign,no_adverse_signal
thetoyboxcrew.com,2026-07-20,17,3.238901256602631,0.0,0,0.4444444444444444,-7.457843478260869,low,0.48,3,0.7692307692307693,False,SERVFAIL,0,,0,0,False,False,0,,,,"TUCOWS.COM, CO.",4,731,True,,,False,,benign,no_adverse_signal
hujantoto808jpx.site,2026-07-20,20,3.3735572622751855,0.15,0,0.5,-9.157848148148148,medium,0.3636,3,0.7333333333333333,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,NAMECHEAP INC,3,365,True,,False,False,,benign,no_adverse_signal
etb-maroc.net,2026-07-20,13,3.169925001442312,0.0,1,0.6,-7.344613333333333,low,0.5333,2,1.0,True,NOERROR,4,14400,1,4,True,False,0,53831,US,False,Squarespace Domains II LLC,3,365,True,,False,False,False,benign,no_adverse_signal
intabkit.com,2026-07-20,12,2.5,0.0,0,0.6,-7.129823076923078,low,0.7143,2,0.75,False,NOERROR,0,,0,2,False,False,0,,,,"Cloudflare, Inc.",3,365,True,,,False,,benign,no_adverse_signal
havlot.com,2026-07-20,10,2.584962500721156,0.0,0,0.5,-7.856111111111111,low,0.6667,2,1.0,True,NOERROR,2,1800,0,2,False,False,0,16509,US,False,NAMECHEAP INC,3,365,True,,False,False,,benign,no_adverse_signal
accuratelysmartmayfly.shop,2026-07-20,26,3.3087513512471665,0.0,0,0.4,-7.038479487179487,low,0.439,4,0.5238095238095238,True,NOERROR,1,1800,5,2,True,False,0,22612,US,False,,,,False,,False,False,False,benign,no_adverse_signal
riya33.space,2026-07-20,12,2.2516291673878226,0.16666666666666666,0,1.0,-9.247666666666667,low,0.4615,1,0.8333333333333334,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,NAMECHEAP INC,3,365,True,,False,False,,benign,no_adverse_signal
ifihng.shop,2026-07-20,11,2.2516291673878226,0.0,0,0.5,-8.707422222222222,low,0.6,3,0.8333333333333334,True,NOERROR,2,600,0,2,False,False,0,16509,US,True,,,,False,,False,False,,benign,no_adverse_signal
linkurl.me,2026-07-20,10,2.5216406363433186,0.0,0,0.4,-6.853618181818181,low,0.7692,2,0.8571428571428571,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,NAMECHEAP INC,4,365,True,,False,False,,benign,no_adverse_signal
heathergalaskaevergreen.com,2026-07-20,27,3.1207505427313436,0.0,0,0.7692307692307693,-6.786823255813953,low,0.4375,3,0.4782608695652174,True,NOERROR,1,14400,1,2,True,False,0,13335,US,True,"Network Solutions, LLC",3,365,True,,False,False,False,benign,no_adverse_signal
bright-web-studio.com,2026-07-20,21,3.6168746059562227,0.0,2,0.5,-7.44231935483871,low,0.4828,3,0.7647058823529411,False,NOERROR,0,,0,4,False,False,0,,,,"Name.com, Inc.",4,365,True,,,False,,benign,no_adverse_signal
dijinail.com,2026-07-20,12,2.4056390622295662,0.0,0,1.0,-7.258907692307692,low,0.5333,1,0.75,False,NOERROR,0,,0,2,False,False,0,,,,"Cloudflare, Inc.",3,365,True,,,False,,benign,no_adverse_signal
catredash.shop,2026-07-20,14,2.94770277922009,0.0,0,0.5,-6.339606666666667,low,0.5455,2,0.8888888888888888,True,NOERROR,1,1800,0,2,False,False,0,,,False,,,,False,,False,False,,benign,no_adverse_signal
npy2.com,2026-07-20,8,2.0,0.125,0,0.0,-10.069280000000001,low,0.5714,3,1.0,True,NOERROR,1,14400,1,4,True,False,0,44043,RO,True,Automattic Inc.,4,365,True,,False,False,False,benign,no_adverse_signal
xterenae-stg.com,2026-07-20,16,3.0220552088742,0.0,1,0.5714285714285714,-7.193638095238095,low,0.5714,3,0.75,False,NOERROR,0,,1,2,True,False,0,,,,"GMO Internet, Inc.",4,365,True,,,False,,benign,no_adverse_signal
anthropig.xyz,2026-07-20,13,3.169925001442312,0.0,0,0.5,-7.001593333333333,high,0.625,4,1.0,False,NOERROR,0,,0,2,False,False,0,,,,"Spaceship, Inc.",3,365,False,,,False,,benign,no_adverse_signal
mr888.best,2026-07-20,10,1.3709505944546687,0.3,0,0.0,-9.864628571428572,low,0.3636,2,0.6,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,Dynadot Inc,4,365,True,,False,False,,benign,no_adverse_signal
46j7.buzz,2026-07-20,9,2.0,0.3333333333333333,0,0.0,-12.956579999999999,high,0.2857,1,1.0,True,NOERROR,2,300,0,2,False,False,2,13335,US,False,"Spaceship, Inc.",3,365,False,,False,False,,benign,no_adverse_signal
deltahost.shop,2026-07-20,14,2.94770277922009,0.0,0,0.5,-6.6644,low,0.5333,2,0.8888888888888888,True,NOERROR,2,300,5,2,True,False,2,13335,US,False,,,,False,,False,False,False,benign,no_adverse_signal
bachatowy.social,2026-07-20,16,2.94770277922009,0.0,0,0.5,-6.961340000000001,low,0.5882,2,0.8888888888888888,True,NOERROR,2,300,3,2,True,False,2,13335,US,False,,,,,,False,False,False,benign,no_adverse_signal
aogclub.com,2026-07-20,11,2.807354922057604,0.0,0,0.75,-7.948972727272727,low,0.5263,3,1.0,False,NOERROR,0,,0,3,False,False,0,,,,"TUCOWS.COM, CO.",4,731,True,,,False,,benign,no_adverse_signal
handychefblog.com,2026-07-20,17,3.5465935642949384,0.0,0,0.3,-7.373182608695652,low,0.5,5,0.9230769230769231,True,NOERROR,1,86400,0,2,False,False,0,16509,US,True,"TUCOWS.COM, CO.",2929,3287,True,,False,False,,benign,no_adverse_signal
nourishournextgen.org,2026-07-20,21,3.3371753411230776,0.0,0,0.7,-6.822067741935484,low,0.5185,3,0.6470588235294118,True,NOERROR,4,14400,1,4,True,False,0,53831,US,False,Squarespace Domains II LLC,2,365,True,,False,False,False,benign,no_adverse_signal
36systemarchitecture.com,2026-07-20,24,3.546439344671015,0.08333333333333333,0,0.5,-7.0258810810810814,low,0.5,4,0.65,True,NOERROR,1,1800,5,2,True,False,0,22612,US,False,NAMECHEAP INC,2,365,True,,False,False,False,benign,no_adverse_signal
z58dh.top,2026-07-20,9,2.321928094887362,0.2222222222222222,0,0.0,-11.443057142857143,high,0.3333,2,1.0,True,NOERROR,3,15,0,0,False,True,0,133199,HK,False,GoDaddy.com,4,365,True,,False,False,,benign,no_adverse_signal
partyminigolf.net,2026-07-20,17,3.546593564294939,0.0,0,0.4444444444444444,-7.000430434782608,low,0.5263,4,0.9230769230769231,True,NOERROR,2,3600,0,2,False,False,0,16509,US,True,"GoDaddy.com, LLC",3,365,False,,False,False,,benign,no_adverse_signal
sendssafeai.com,2026-07-20,15,2.663532754804255,0.0,0,0.8333333333333334,-7.075531578947369,low,0.4762,4,0.6363636363636364,True,NOERROR,1,86400,0,2,False,False,0,16509,US,True,"TUCOWS.COM, CO.",372,730,True,,False,False,,benign,no_adverse_signal
mrcleanservicepe.com,2026-07-20,20,3.25,0.0,0,0.6,-6.687541379310345,low,0.625,4,0.6875,True,NOERROR,2,120,0,4,False,False,0,16509,DE,True,"Name.com, Inc.",3,365,True,,False,False,,benign,no_adverse_signal
yjmall.online,2026-07-20,13,2.2516291673878226,0.0,0,0.2,-8.014588888888888,medium,0.6,3,0.8333333333333334,True,NOERROR,2,3600,1,2,True,False,0,16509,US,True,"GoDaddy.com, LLC",3,365,False,,False,False,,benign,no_adverse_signal
maceska.cloud,2026-07-20,13,2.5216406363433186,0.0,0,0.75,-6.633909090909091,low,0.5882,2,0.8571428571428571,True,NOERROR,1,3600,0,2,False,False,0,206834,CA,False,"TUCOWS.COM, CO.",2,365,True,,False,False,,benign,no_adverse_signal
jacksonpropertyenterprises.com,2026-07-20,30,3.4885252948977485,0.0,0,0.4444444444444444,-6.688444897959183,low,0.4,3,0.5,True,NOERROR,2,3600,0,2,False,False,0,16509,US,True,"GoDaddy.com, LLC",4,1826,False,,False,False,,benign,no_adverse_signal
n4k9qv2x.com,2026-07-20,12,3.0,0.25,0,0.0,-12.673823076923078,low,0.3333,2,1.0,False,NOERROR,0,,0,2,False,False,0,,,,Realtime Register B.V.,3,365,False,,,False,,benign,no_adverse_signal
toqdf2ep.top,2026-07-20,12,3.0,0.08333333333333333,0,0.4,-11.177923076923078,high,0.5,3,1.0,True,NOERROR,3,60,0,2,False,True,0,138995,US,False,Dominet (HK) Limited,3,365,True,,True,False,,malicious,spamhaus_zen
